"impute_model","cor_svi_rate_aa","cor_svi_rate","cor_svi_cnt","cor_svi_data","cor_ccvi_rate_aa","cor_ccvi_rate","cor_ccvi_cnt","cor_ccvi_data"
"m1",0.324867359389691,0.197801675076108,0.0648742625489724,0.1880015645687,0.253649466641413,0.117826766365395,0.151724692679167,0.142618217432517
"m2",0.320768682482278,0.192514611555609,0.0641708961669319,0.1880015645687,0.25365108813061,0.11630333951453,0.150603119478661,0.142618217432517
"m3",0.321182018799148,0.194110251943575,0.0646005092747988,0.1880015645687,0.250491362119802,0.114856590320028,0.151143277880896,0.142618217432517
